SNo,Date,Voucher No,Branch,Party,Product,Net Amount,Division
2125,09-05-2019,TG-SI-CRMV 41,GOLLAPUDI,SRI KARTHIKEYA ELECTRONICS&AUTO MOBILES,SAFARI AIR COOLER,"35,000.00",CVCRM
2126,09-05-2019,TG-SI-CRMV 41,GOLLAPUDI,SRI KARTHIKEYA ELECTRONICS&AUTO MOBILES,TAX FOR COOLERS,"2,300.00",CVCRM
2127,09-05-2019,TG-SI-CRMV 41,GOLLAPUDI,SRI KARTHIKEYA ELECTRONICS&AUTO MOBILES,SKY TRENDY,"5,400.00",SKYZEN
2128,09-05-2019,TG-SI-CRMV 41,GOLLAPUDI,SRI KARTHIKEYA ELECTRONICS&AUTO MOBILES,Mini Cute Trolley,500.00,SKYZEN
2129,09-05-2019,TG-SI-CRMV 42,GOLLAPUDI,KAMADHENU ELECTRONICS,SAFARI AIR COOLER,"20,000.00",CVCRM
2130,09-05-2019,TG-SI-CRMV 42,GOLLAPUDI,KAMADHENU ELECTRONICS,SAFARI AIR COOLER,"35,000.00",CVCRM
2131,09-05-2019,TG-SI-CRMV 42,GOLLAPUDI,KAMADHENU ELECTRONICS,TAX FOR COOLERS,"2,300.00",CVCRM
2132,09-05-2019,TG-SI-CRMV 42,GOLLAPUDI,KAMADHENU ELECTRONICS,SKY TRENDY,"5,400.00",SKYZEN
2133,09-05-2019,TG-SI-CRMV 42,GOLLAPUDI,KAMADHENU ELECTRONICS,Mini Cute Trolley,500.00,SKYZEN
2134,09-05-2019,TG-SI-CRMV 43,GOLLAPUDI,RAMA ELECTRONICS,SAFARI AIR COOLER,"6,000.00",CVCRM
2135,09-05-2019,TG-SI-CRMV 43,GOLLAPUDI,RAMA ELECTRONICS,SAFARI AIR COOLER,"14,000.00",CVCRM
2136,09-05-2019,TG-SI-CRMV 43,GOLLAPUDI,RAMA ELECTRONICS,TAX FOR COOLERS,"1,220.00",CVCRM
2137,09-05-2019,TG-SI-CRMV 43,GOLLAPUDI,RAMA ELECTRONICS,SKY TRENDY,"13,500.00",SKYZEN
2138,09-05-2019,TO-CSI-ONG 4,ONGOLE,CASH ACCOUNT NANO,SAFARI AIR COOLER,"37,000.00",CVCRM
2139,09-05-2019,TO-CSI-ONG 4,ONGOLE,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"52,000.00",CVCRM
2140,09-05-2019,TO-SI-ONG 8,ONGOLE,SRI RADHAKRISHNA AGENCIES(GURUNADAM DARSI),STORM BODY,"33,000.00",CVCRM
2141,09-05-2019,TO-SI-ONG 8,ONGOLE,SRI RADHAKRISHNA AGENCIES(GURUNADAM DARSI),CVCRM FAN BLADE,"3,000.00",SKYZEN
2142,09-05-2019,TO-SI-ONG 11,ONGOLE,SRI GAYATRI ELECTRONICS,TYPHOON AIR COOLER,"40,000.00",CVCRM
2143,09-05-2019,TO-SI-ONG 11,ONGOLE,SRI GAYATRI ELECTRONICS,CVCRM TANK,0.04,CVCRM
2144,09-05-2019,TO-SI-ONG 11,ONGOLE,SRI GAYATRI ELECTRONICS,,-0.04,CVCRM
2145,09-05-2019,TP-SI-MFGP 128,PONNUR,Cash Account AKV,STORM AIR COOLER,"3,300.00",CVCRM
2146,09-05-2019,TP-SI-MFGP 128,PONNUR,Cash Account AKV,SAFARI AIR COOLER,"4,000.00",CVCRM
2147,09-05-2019,TP-SI-MFGP 129,PONNUR,Cash Account AKV,FAN MOTOR,800.00,CVCRM
2148,09-05-2019,TP-SI-MFGP 129,PONNUR,Cash Account AKV,PUMP MOTOR,200.00,CVCRM
2149,09-05-2019,TP-SI-MFGP 129,PONNUR,Cash Account AKV,FAN BLADES,100.00,SKYZEN
2150,09-05-2019,TP-SI-MFGP 129,PONNUR,Cash Account AKV,CLAMP,100.00,SKYZEN
2151,09-05-2019,TP-SI-MFGP 130,PONNUR,ANWAR HOME NEEDS,JUMBO AIR COOLER,"18,000.00",CVCRM
2152,09-05-2019,TP-SI-MFGP 131,PONNUR,Cash Account AKV,JUMBO AIR COOLER,"3,800.00",CVCRM
2153,09-05-2019,TP-SI-MFGP 132,PONNUR,RAFI ELECTRONICS,JUMBO AIR COOLER,"15,200.00",CVCRM
2154,09-05-2019,TP-SI-MFGP 132,PONNUR,RAFI ELECTRONICS,DESERT AIR COOLER,"4,500.00",CVCRM
2155,09-05-2019,TP-SI-MFGP 133,PONNUR,RAMU ELECTRONICS,JUMBO AIR COOLER,"7,600.00",CVCRM
2156,09-05-2019,TP-SI-MFGP 134,PONNUR,GANESH ENTERPRISES,SAFARI AIR COOLER,"14,400.00",CVCRM
2157,09-05-2019,TP-SI-MFGP 134,PONNUR,GANESH ENTERPRISES,DESERT AIR COOLER,"13,500.00",CVCRM
2158,09-05-2019,TP-SI-MFGP 134,PONNUR,GANESH ENTERPRISES,STORM AIR COOLER,"10,800.00",CVCRM
2159,09-05-2019,TP-SI-MFGP 135,PONNUR,Cash Account AKV,WOOD WOOL GENERAL,200.00,SERVICE
2160,09-05-2019,TP-SI-MFGP 135,PONNUR,Cash Account AKV,PUMP MOTOR,200.00,CVCRM
2161,09-05-2019,TP-SI-MFGP 136,PONNUR,Cash Account AKV,TYPHOON AIR COOLER,"2,000.00",CVCRM
2162,09-05-2019,TP-SI-P 33,PONNUR,SAI TEJA ELECTRONICS,STORM AIR COOLER,"11,200.00",CVCRM
2163,09-05-2019,TP-SI-P 33,PONNUR,SAI TEJA ELECTRONICS,TAX FOR COOLERS,600.00,CVCRM
2164,10-05-2019,CSI-H 2,TELANGANA,Cash Account Hyd Srinivasarao,TYPHOON AIR COOLER,"3,400.00",CVCRM
2165,10-05-2019,CSI-ONG 59,ONGOLE,CASH ACCOUNT NANO,SAFARI AIR COOLER,"3,700.00",CVCRM
2166,10-05-2019,CSI-ONG 60,ONGOLE,CASH ACCOUNT NANO,STORM AIR COOLER,"4,000.00",CVCRM
2167,10-05-2019,CSI-ONG 61,ONGOLE,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"5,000.00",CVCRM
2168,10-05-2019,CSI-ONG 62,ONGOLE,CASH ACCOUNT NANO,SAFARI AIR COOLER,"8,000.00",CVCRM
2169,10-05-2019,CSI-ONG 63,ONGOLE,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"5,000.00",CVCRM
2170,10-05-2019,SI-CBO 87,ANDHRA,SRI VENKATESWARA ELECTRONICS & FURNITURE,AIRCOOLER,"48,000.00",CVCRM
2171,10-05-2019,SI-CCBO 87,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,TYPHOON AIR COOLER,"43,200.00",CVCRM
2172,10-05-2019,SI-CCBO 87,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,TAX FOR COOLERS,"7,320.00",CVCRM
2173,10-05-2019,SI-CCBO 87,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,CDO-120H MOTOR,"3,000.00",SKYZEN
2174,10-05-2019,SI-CCBO 87,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,PUMP MOTOR,"1,000.00",CVCRM
2175,10-05-2019,SI-CCBO 87,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,SKY WASHER KNOB-A,0.25,SKYZEN
2176,10-05-2019,SI-CCBO 87,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,SPARES,0.10,SKYZEN
2177,10-05-2019,SI-CCBO 87,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,CVCRM TANK,0.02,CVCRM
2178,10-05-2019,SI-CCBO 87,ONGOLE,SRI VENKATESWARA ELECTRONICS & FURNITURE,,-0.37,SKYZEN
2179,10-05-2019,SI-CRMV 44,ANDHRA,TEJA MOBILE WORLD,AIRCOOLER,"48,000.00",CVCRM
2180,10-05-2019,SI-CRMV 45,ANDHRA,SRI SAI DURGA HOME NEEDS,AIRCOOLER,"24,000.00",CVCRM
2181,10-05-2019,SI-CRMV 46,ANDHRA,TEJA MOBILE WORLD,AIRCOOLER,"12,000.00",CVCRM
2182,10-05-2019,SI-CSZP 29,PONNUR,JAYAENTERPRISES,SKY Smart Cool 18ALH BROWN,"50,000.00",SKYZEN
2183,10-05-2019,SI-SCO 41,ANDHRA,SURYA ELECTRONICS,Smile Trolly,"21,250.00",SKYZEN
2184,10-05-2019,SI-SCO 42,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,SKY Smile Blower,"480,000.00",SKYZEN
2185,10-05-2019,SI-SCO 42,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,Smile Trolly,"40,000.00",SKYZEN
2186,10-05-2019,SI-SCV 81,ANDHRA,GVS TECHNOLOGIES,SKY Smile Blower,"43,173.00",SKYZEN
2187,10-05-2019,SI-SCV 81,ANDHRA,GVS TECHNOLOGIES,Smile Trolly,"12,750.00",SKYZEN
2188,10-05-2019,SI-SCV 81,ANDHRA,GVS TECHNOLOGIES,SKY Smart Cool INV-R-H+USB,"29,358.00",SKYZEN
2189,10-05-2019,SI-SCV 81,ANDHRA,GVS TECHNOLOGIES,SKY Smart Cool 18ALR-H-BT+USB LCD,"18,200.00",SKYZEN
2190,10-05-2019,SI-SCV 81,ANDHRA,GVS TECHNOLOGIES,SKY Thunder Cool 18AL,"13,962.00",SKYZEN
2191,10-05-2019,SI-SCV 82,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,SKY MINI CUTE,"86,340.00",SKYZEN
2192,10-05-2019,SI-SCV 82,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,Mini Cute Trolley,"2,600.00",SKYZEN
2193,10-05-2019,SI-SCV 83,ANDHRA,GVS TECHNOLOGIES,SKY Hippo Chill 4500,"144,264.00",SKYZEN
2194,10-05-2019,SI-SLV 44,ANDHRA,MASTAN ELECTRONICS,SKYZEN LED M24D,"13,580.00",SKYZEN
2195,10-05-2019,SI-SLV 44,ANDHRA,MASTAN ELECTRONICS,SKYZEN LED M32S,"12,090.00",SKYZEN
2196,10-05-2019,SI-SOH 48,TELANGANA,VAISHNAVI MARKETING,SKY SEMI WM SD 68R,"33,700.00",SKYZEN
2197,10-05-2019,SI-SOH 48,TELANGANA,VAISHNAVI MARKETING,SKY SEMI WM SD 81R,"8,293.00",SKYZEN
2198,10-05-2019,SI-SOH 48,TELANGANA,VAISHNAVI MARKETING,SKY MINI CUTE,"2,878.00",SKYZEN
2199,10-05-2019,SI-SOH 49,TELANGANA,SRI SIVA RAGHAVENDRA ELECTRONICS,SKY SEMI WM SD 72R,"13,780.00",SKYZEN
2200,10-05-2019,SI-SOV 44,ANDHRA,GVS TECHNOLOGIES,SKY WASHER SZ 900,"64,425.00",SKYZEN
2201,10-05-2019,SI-SOV 45,ANDHRA,SIRAZEE TILIES PVT LTD,SKY WATER DIS 21B FS,"6,000.00",SKYZEN
2202,10-05-2019,SI-SOV 46,ANDHRA,ZILANI FORTUNE HOTEL,SKY Thunder Cool 18AL,"7,500.00",SKYZEN
2203,10-05-2019,SI-SOV 47,ANDHRA,AJ ELECTRONICS,SKY SEMI WM SD 81R,"28,470.00",SKYZEN
2204,10-05-2019,SI-SOV 48,ANDHRA,RADHA KRISHNA ELECTRONICS,SKY WASHER SZ 802,"18,200.00",SKYZEN
2205,10-05-2019,SI-SYV 12,ANDHRA,WORLD FURNITURE & ELECTRONICS,SYM TOUCH 110 - i pure,"31,200.00",SYMPHONY
2206,10-05-2019,SI-SYV 12,ANDHRA,WORLD FURNITURE & ELECTRONICS,SYM TOUCH 35 - i pure,"57,750.00",SYMPHONY
2207,10-05-2019,SI-SYV 12,ANDHRA,WORLD FURNITURE & ELECTRONICS,SYM DIAMOND 41DB WITH TROLLEY,"34,500.00",SYMPHONY
2208,10-05-2019,SI-SYV 12,ANDHRA,WORLD FURNITURE & ELECTRONICS,SYM DIAMOND 41i WITH TROLLEY,"23,850.00",SYMPHONY
2209,10-05-2019,SI-SYV 13,ANDHRA,SRI SAIRAM TECHNICAL AGENCIES,SYM TOUCH 35 - i pure,"16,500.00",SYMPHONY
2210,10-05-2019,SI-SYV 14,ANDHRA,SAI ELECTRONICS&FURNITURES,SYM TOUCH 35 - i pure,"16,600.00",SYMPHONY
2211,10-05-2019,SI-SYV 15,ANDHRA,GAYATHRI FURNITURES & HOME NEEDS,SYM DIAMOND 41DB WITH TROLLEY,"20,700.00",SYMPHONY
2212,10-05-2019,SI-SYV 15,ANDHRA,GAYATHRI FURNITURES & HOME NEEDS,SYM DIAMOND 41i WITH TROLLEY,"31,800.00",SYMPHONY
2213,10-05-2019,SI-SZP 26,ANDHRA,E BAZAR PNR,SKY Smart Cool 18AL,"36,500.00",SKYZEN
2214,10-05-2019,SI-SZP 29,ANDHRA,JAYAENTERPRISES,SKY Smart Cool 18ALH BROWN,"20,000.00",SKYZEN
2215,10-05-2019,SI-SZP 30,ANDHRA,E BAZAR PNR,SKY Smart Cool 18ALH BROWN,"228,000.00",SKYZEN
2216,10-05-2019,SI-SZP 31,ANDHRA,DREAM ENTERPRISES,SKY MINI CUTE,"10,200.00",SKYZEN
2217,10-05-2019,SI-SZP 31,ANDHRA,DREAM ENTERPRISES,Mini Cute Trolley,750.00,SKYZEN
2218,10-05-2019,TG-SI-CRMV 44,GOLLAPUDI,TEJA MOBILE WORLD,TYPHOON AIR COOLER,"43,200.00",CVCRM
2219,10-05-2019,TG-SI-CRMV 44,GOLLAPUDI,TEJA MOBILE WORLD,TYPHOON AIR COOLER,"91,200.00",CVCRM
2220,10-05-2019,TG-SI-CRMV 44,GOLLAPUDI,TEJA MOBILE WORLD,TAX FOR COOLERS,"7,320.00",CVCRM
2221,10-05-2019,TG-SI-CRMV 45,GOLLAPUDI,SRI SAI DURGA HOME NEEDS,TYPHOON AIR COOLER,"24,000.00",CVCRM
2222,10-05-2019,TG-SI-CRMV 45,GOLLAPUDI,SRI SAI DURGA HOME NEEDS,TAX FOR COOLERS,"3,660.00",CVCRM
2223,10-05-2019,TG-SI-CRMV 45,GOLLAPUDI,SRI SAI DURGA HOME NEEDS,TYPHOON AIR COOLER,"28,000.00",CVCRM
2224,10-05-2019,TG-SI-CRMV 45,GOLLAPUDI,SRI SAI DURGA HOME NEEDS,STORM AIR COOLER,"11,100.00",CVCRM
2225,10-05-2019,TG-SI-CRMV 45,GOLLAPUDI,SRI SAI DURGA HOME NEEDS,SAFARI AIR COOLER,"7,400.00",CVCRM
2226,10-05-2019,TG-SI-CRMV 46,GOLLAPUDI,TEJA MOBILE WORLD,TYPHOON AIR COOLER,"10,800.00",CVCRM
2227,10-05-2019,TG-SI-CRMV 46,GOLLAPUDI,TEJA MOBILE WORLD,TYPHOON AIR COOLER,"22,800.00",CVCRM
2228,10-05-2019,TG-SI-CRMV 46,GOLLAPUDI,TEJA MOBILE WORLD,TAX FOR COOLERS,"1,830.00",CVCRM
2229,10-05-2019,TO-SI-ONG 10,ONGOLE,SRI HARSHA ENTERPRISES,TYPHOON AIR COOLER,"36,000.00",CVCRM
2230,10-05-2019,TO-SI-ONG 12,ONGOLE,SRI GAYATRI ELECTRONICS,TYPHOON AIR COOLER,"40,000.00",CVCRM
2231,10-05-2019,TO-SI-ONG 14,ONGOLE,SUBBARAO KAVALI,STORM BODY,"49,500.00",CVCRM
2232,10-05-2019,TO-SI-ONG 14,ONGOLE,SUBBARAO KAVALI,ROTARY SWITCH FUNCTION ERS 14M,450.00,SKYZEN
2233,10-05-2019,TO-SI-ONG 14,ONGOLE,SUBBARAO KAVALI,CLAMP,"1,000.00",SKYZEN
2234,10-05-2019,TO-SI-ONG 14,ONGOLE,SUBBARAO KAVALI,SKY DRAIN PLUG,500.00,SERVICE
2235,10-05-2019,TO-SI-ONG 14,ONGOLE,SUBBARAO KAVALI,CVCRM TANK,0.01,CVCRM
2236,10-05-2019,TO-SI-ONG 14,ONGOLE,SUBBARAO KAVALI,CVCRM TOP,0.01,CVCRM
2237,10-05-2019,TO-SI-ONG 14,ONGOLE,SUBBARAO KAVALI,CD 120 COMMON MOTOR,"2,250.00",SERVICE
2238,10-05-2019,TO-SI-ONG 14,ONGOLE,SUBBARAO KAVALI,SPARES,0.07,SKYZEN
2239,10-05-2019,TO-SI-ONG 14,ONGOLE,SUBBARAO KAVALI,,-0.09,CVCRM
2240,10-05-2019,TP-SI-MFGP 137,PONNUR,SAI TEJA ELECTRONICS,TYPHOON AIR COOLER,"12,000.00",CVCRM
2241,10-05-2019,TP-SI-MFGP 137,PONNUR,SAI TEJA ELECTRONICS,SAFARI AIR COOLER,"3,600.00",CVCRM
2242,10-05-2019,TP-SI-MFGP 138,PONNUR,SRI LAKSHMI ELECTRICALS,TYPHOON AIR COOLER,"96,000.00",CVCRM
2243,10-05-2019,TP-SI-MFGP 139,PONNUR,DREAM ENTERPRISES,TYPHOON AIR COOLER,"72,000.00",CVCRM
2244,10-05-2019,TP-SI-MFGP 140,PONNUR,SRI LAKSHMI ELECTRICALS,DESERT AIR COOLER,"10,000.00",CVCRM
2245,11-05-2019,CSI-CONG 68,ONGOLE,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"2,500.00",CVCRM
2246,11-05-2019,CSI-ONG 64,ANDHRA,CASH ACCOUNT NANO,SKY Smart Cool 18AL,"7,500.00",SKYZEN
2247,11-05-2019,CSI-ONG 65,ANDHRA,CASH ACCOUNT NANO,SKY MINI CUTE,"3,580.00",SKYZEN
2248,11-05-2019,CSI-ONG 65,ANDHRA,CASH ACCOUNT NANO,Mini Cute Trolley,270.00,SKYZEN
2249,11-05-2019,CSI-ONG 66,ONGOLE,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"4,200.00",CVCRM
2250,11-05-2019,CSI-ONG 67,ONGOLE,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"5,000.00",CVCRM
2251,11-05-2019,CSI-ONG 68,ANDHRA,CASH ACCOUNT NANO,TYPHOON AIR COOLER,"1,500.00",CVCRM
2252,11-05-2019,CSI-ONG 68,ANDHRA,CASH ACCOUNT NANO,SKY MINI CUTE,"3,000.00",SKYZEN
2253,11-05-2019,CSI-V 16,ANDHRA,Cash Account Dileep,AIRCOOLER,"1,000.00",CVCRM
2254,11-05-2019,SI-CBO 88,ANDHRA,MURALI ELECTRONICS,AIRCOOLER,"46,020.00",CVCRM
2255,11-05-2019,SI-CBO 89,ANDHRA,SRINIVASA SELECTIONS,AIRCOOLER,"24,780.00",CVCRM
2256,11-05-2019,SI-CBO 90,ANDHRA,SRI DHANALAKSHMI FURNITURE AND HOME NEEDS,AIRCOOLER,"24,000.00",CVCRM
2257,11-05-2019,SI-CCBO 88,ONGOLE,MURALI ELECTRONICS,SAFARI WHITE AIR COOLER,"51,740.00",CVCRM
2258,11-05-2019,SI-CCBO 89,ONGOLE,SRINIVASA SELECTIONS,TYPHOON AIR COOLER,"35,000.00",CVCRM
2259,11-05-2019,SI-CCBO 90,ONGOLE,SRI DHANALAKSHMI FURNITURE AND HOME NEEDS,TYPHOON AIR COOLER,"24,000.00",CVCRM
2260,11-05-2019,SI-CCBO 90,ONGOLE,SRI DHANALAKSHMI FURNITURE AND HOME NEEDS,TAX FOR COOLERS,"3,600.00",CVCRM
2261,11-05-2019,SI-CCBO 90,ONGOLE,SRI DHANALAKSHMI FURNITURE AND HOME NEEDS,TYPHOON AIR COOLER,"48,000.00",CVCRM
2262,11-05-2019,SI-KS 3,ANDHRA,ANWAR HOME NEEDS,KEN TURBOCOOL DX,"14,400.00",KENSTAR
2263,11-05-2019,SI-KS 3,ANDHRA,ANWAR HOME NEEDS,KEN TURBOCOOL DX,"6,700.00",KENSTAR
2264,11-05-2019,SI-KSV 46,ANDHRA,SRI SURYA PRASAD ELECTRONICS & HOME NEEDS,KEN LITTLE DX,"9,600.00",KENSTAR
2265,11-05-2019,SI-KSV 46,ANDHRA,SRI SURYA PRASAD ELECTRONICS & HOME NEEDS,KEN TURBOCOOL SUPER,"17,200.00",KENSTAR
2266,11-05-2019,SI-KSV 46,ANDHRA,SRI SURYA PRASAD ELECTRONICS & HOME NEEDS,KEN GLAM 22 L,"15,000.00",KENSTAR
2267,11-05-2019,SI-KSV 47,ANDHRA,RAVI ELECTRICALS,KEN SLIMLINE SUPER REMOTE,"23,850.00",KENSTAR
2268,11-05-2019,SI-SCH 50,TELANGANA,RISHI ENTERPRISES,SKY Smart Cool 18ALR-H-BT+USB LCD,"60,802.00",SKYZEN
2269,11-05-2019,SI-SCH 50,TELANGANA,RISHI ENTERPRISES,SKY Smile Blower,"28,782.00",SKYZEN
2270,11-05-2019,SI-SCH 51,TELANGANA,RAYALASEEMA AGENCIES,SKY Smile Blower,"105,000.00",SKYZEN
2271,11-05-2019,SI-SCH 51,TELANGANA,RAYALASEEMA AGENCIES,Smile Trolly,"9,000.00",SKYZEN
2272,11-05-2019,SI-SCO 43,ANDHRA,DREAM ENTERPRISES,SKY Smile Blower,"160,500.00",SKYZEN
2273,11-05-2019,SI-SCO 43,ANDHRA,DREAM ENTERPRISES,Smile Trolly,"13,500.00",SKYZEN
2274,11-05-2019,SI-SCO 44,ANDHRA,GVS TECHNOLOGIES,SKY Smart Cool 18ALH,"47,058.00",SKYZEN
2275,11-05-2019,SI-SCO 44,ANDHRA,GVS TECHNOLOGIES,SKY Smile Blower,"389,520.00",SKYZEN
2276,11-05-2019,SI-SCO 44,ANDHRA,GVS TECHNOLOGIES,Smile Trolly,"34,400.00",SKYZEN
2277,11-05-2019,SI-SCO 44,ANDHRA,GVS TECHNOLOGIES,SKY MINI CUTE,"29,610.00",SKYZEN
2278,11-05-2019,SI-SCO 44,ANDHRA,GVS TECHNOLOGIES,Mini Cute Trolley,"2,650.00",SKYZEN
2279,11-05-2019,SI-SCV 84,ANDHRA,SAI HARIKA ENTERPRISES,SKY Thunder Cool 18AL,"16,034.00",SKYZEN
2280,11-05-2019,SI-SCV 84,ANDHRA,SAI HARIKA ENTERPRISES,SKY MINI CUTE,"6,900.00",SKYZEN
2281,11-05-2019,SI-SCV 85,ANDHRA,RAYALASEEMA AGENCIES,SKY Smart Cool 18ALH,"80,450.00",SKYZEN
2282,11-05-2019,SI-SCV 86,ANDHRA,MONALISA FANCY STORE,SKY Smart Cool 18ALH,"7,500.00",SKYZEN
2283,11-05-2019,SI-SCV 87,ANDHRA,ACN DIGITAL SHOPPE,SKY INDUSTRIAL COOLER 30 INCH,"50,000.00",SKYZEN
2284,11-05-2019,SI-SCV 88,ANDHRA,SRI SAIRAM TECHNICAL AGENCIES,SKY MINI CUTE,"13,800.00",SKYZEN
2285,11-05-2019,SI-SCV 88,ANDHRA,SRI SAIRAM TECHNICAL AGENCIES,Mini Cute Trolley,"1,060.00",SKYZEN
2286,11-05-2019,SI-SCV 89,ANDHRA,SRI SAMBASIVA ENTER PRISES,SKY Thunder Cool 18AL,"34,500.00",SKYZEN
2287,11-05-2019,SI-SOH 50,TELANGANA,SRIDHAR AGENCIES,SKY WATER DIS 21B FSR,"33,950.00",SKYZEN
2288,11-05-2019,SI-STIP 7,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY PEARL,"6,000.00",SKYZEN
2289,11-05-2019,SI-STIPG 19,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY WASHER SZ 802,"56,000.00",SKYZEN
2290,11-05-2019,SI-STIPG 19,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SYM DIAMOND 41i WITH TROLLEY,"31,000.00",SYMPHONY
2291,11-05-2019,SI-STIPG 19,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SYM TOUCH 35 - i pure,"21,000.00",SYMPHONY
2292,11-05-2019,SI-STIPG 19,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY MINI CUTE,"10,800.00",SKYZEN
2293,11-05-2019,SI-STIPG 19,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),SKY Thunder Cool 18AL,"37,500.00",SKYZEN
2294,11-05-2019,SI-STIPG 20,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),KHA 50L HI CHILL,"88,000.00",KHAITAN
2295,11-05-2019,SI-V 6,ANDHRA,SUBRAMANYAM TRANSPORT VJA,VOTLAS AC 183LYI/LYA,"48,000.00",VOLTAS
2296,11-05-2019,TG-CSI-V 6,GOLLAPUDI,Cash Account Dileep,TYPHOON AIR COOLER,"3,000.00",CVCRM
2297,11-05-2019,TO-SI-ONG 13,ONGOLE,SRI KANTH ENTERPRISES,SAFARI AIR COOLER,"54,000.00",CVCRM
2298,11-05-2019,TO-SI-ONG 13,ONGOLE,SRI KANTH ENTERPRISES,TYPHOON AIR COOLER,"24,000.00",CVCRM
2299,11-05-2019,TO-SI-ONG 13,ONGOLE,SRI KANTH ENTERPRISES,PUMP MOTOR,"1,200.00",CVCRM
2300,11-05-2019,TO-SI-ONG 15,ONGOLE,SRI RADHAKRISHNA AGENCIES(GURUNADAM DARSI),STORM BODY,"33,000.00",CVCRM
2301,11-05-2019,TO-SI-ONG 16,ONGOLE,RAJYALAKSHMI FURNITURE,SAFARI AIR COOLER,"12,600.00",CVCRM
2302,11-05-2019,TO-SI-ONG 16,ONGOLE,RAJYALAKSHMI FURNITURE,TYPHOON AIR COOLER,"8,400.00",CVCRM
2303,11-05-2019,TO-SI-ONG 17,ONGOLE,SAI SPARES GUNTUR,SPARES,0.16,SKYZEN
2304,11-05-2019,TO-SI-ONG 17,ONGOLE,SAI SPARES GUNTUR,SKY DRAIN PLUG,450.00,SERVICE
2305,11-05-2019,TO-SI-ONG 17,ONGOLE,SAI SPARES GUNTUR,SWING MOTOR,150.00,CVCRM
2306,11-05-2019,TO-SI-ONG 17,ONGOLE,SAI SPARES GUNTUR,,-0.16,CVCRM
2307,11-05-2019,TP-SI-MFGP 141,PONNUR,SAI TEJA ELECTRONICS,STORM AIR COOLER,"10,800.00",CVCRM
2308,11-05-2019,TP-SI-MFGP 142,PONNUR,Cash Account Teja,STORM AIR COOLER,"3,600.00",CVCRM
2309,11-05-2019,TP-SI-MFGP 143,PONNUR,Cash Account AKV,TYPHOON AIR COOLER,"3,800.00",CVCRM
2310,11-05-2019,TP-SI-MFGP 144,PONNUR,Cash Account AKV,JUMBO AIR COOLER,"3,500.00",CVCRM
2311,11-05-2019,TP-SI-MFGP 144,PONNUR,Cash Account AKV,DESERT AIR COOLER,"4,500.00",CVCRM
2312,11-05-2019,TP-SI-MFGP 145,PONNUR,Cash Account AKV,DESERT AIR COOLER,"5,000.00",CVCRM
2313,11-05-2019,TP-SI-MFGP 146,PONNUR,RAFI ELECTRONICS,STORM AIR COOLER,"18,000.00",CVCRM
2314,11-05-2019,TP-SI-MFGP 146,PONNUR,RAFI ELECTRONICS,JUMBO AIR COOLER,"7,600.00",CVCRM
2315,11-05-2019,TP-SI-MFGP 147,PONNUR,RASHEED ELECTRONICS & HOME NEEDS,STORM AIR COOLER,"18,000.00",CVCRM
2316,11-05-2019,TP-SI-MFGP 147,PONNUR,RASHEED ELECTRONICS & HOME NEEDS,JUMBO AIR COOLER,"7,600.00",CVCRM
2317,11-05-2019,TP-SI-MFGP 148,PONNUR,ANWAR HOME NEEDS,STORM AIR COOLER,"14,400.00",CVCRM
2318,11-05-2019,TP-SI-MFGP 149,PONNUR,RAMU ELECTRONICS,STORM AIR COOLER,"10,800.00",CVCRM
2319,11-05-2019,TP-SI-MFGP 150,PONNUR,Cash Account AKV,FAN MOTOR,"1,200.00",CVCRM
2320,11-05-2019,TP-SI-MFGP 151,PONNUR,RAMARAO PULSS,DESERT AIR COOLER,"5,000.00",CVCRM
