SNo,Date,Voucher No,Receipt Mode,Branch,Party,Account,Net Amount,Division
1127,5/7/2019,RBR-P 858,Cheques,ANDHRA,VAISHNAVI MARKETING,HDFC BANK OD 0425,"100,000.00",SKYZEN
1128,5/7/2019,RBR-P 859,Cheques,ANDHRA,JYOTHI ELECTRONICS,HDFC BANK OD 0425,"60,000.00",SKYZEN
1129,6/7/2019,RBR-P 860,Cheques,ANDHRA,SONOVISION WATCH AND ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
1130,6/7/2019,RBR-P 861,Cheques,ANDHRA,SRI RAJA ELECTRONICS,HDFC BANK OD 0425,"100,000.00",SKYZEN
1131,6/7/2019,RBR-P 862,Cheques,ANDHRA,SRI MANIKANTA HOME NEEDS,HDFC BANK OD 0425,"25,270.00",SKYZEN
1132,7/7/2019,RP-JP 47,Cash,ANDHRA,GAYATRI MEGA FURNITURE,Travelling Cash Pavan,"10,000.00",SKYZEN
1133,8/7/2019,RBR-P 863,Cheques,ANDHRA,SRI SIRI VENNELA REFRIGIRATIONS&HOME NEEDS,HDFC BANK OD 0425,"51,700.00",SKYZEN
1134,8/7/2019,RBR-P 864,Cheques,ANDHRA,NEELIMA ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"25,000.00",SKYZEN
1135,8/7/2019,RBR-P 865,Cheques,ANDHRA,MARUTI ELECTRONICS,HDFC BANK OD 0425,"40,000.00",SKYZEN
1136,8/7/2019,RBR-P 866,Cheques,ANDHRA,RADHA KRISHNA ELECTRONICS,HDFC BANK OD 0425,"25,000.00",SKYZEN
1137,8/7/2019,RBR-P 867,Cheques,TELANGANA,ROYALA TRADERS,HDFC BANK OD 0425,"10,000.00",SKYZEN
1138,8/7/2019,RBR-P 868,Cheques,ANDHRA,RUCHITA HOME NEEDS & ELECTRONICS,HDFC BANK OD 0425,"40,000.00",SKYZEN
1139,8/7/2019,RBR-P 869,Cheques,ANDHRA,KUMAR ENTERPRISES TV&FURNATURE SHOWROOM,HDFC BANK OD 0425,"20,000.00",SKYZEN
1140,8/7/2019,RBR-P 870,Cheques,ANDHRA,CHENNAI STEEL AND HOME APPLIANCIES,HDFC BANK OD 0425,"18,990.00",SKYZEN
1141,8/7/2019,RP-RK 33,Cash,ANDHRA,MY HOME SHOPPY,Travelling Cash Ratnakumar,"10,000.00",SKYZEN
1142,8/7/2019,RP-RK 34,Cash,ANDHRA,MY HOME SHOPPY,Travelling Cash Ratnakumar,"10,000.00",SKYZEN
1143,8/7/2019,RP-RK 35,Cash,ANDHRA,MY HOME SHOPPY,Travelling Cash Ratnakumar,"6,380.00",SKYZEN
1144,9/7/2019,RBR-P 871,Cheques,ANDHRA,SRI VENKATESWARA ENTERPRISES,HDFC BANK OD 0425,"115,277.00",SKYZEN
1145,9/7/2019,RBR-P 872,Cheques,ANDHRA,SAI RAM ENTER PRISES,HDFC BANK OD 0425,"30,000.00",SKYZEN
1146,9/7/2019,RBR-P 873,Cheques,TELANGANA,VIMAL HOME APPLIANCES,HDFC BANK OD 0425,"27,500.00",SKYZEN
1147,9/7/2019,RBR-P 874,Cheques,TELANGANA,POORNA ELECTRONICS,HDFC BANK OD 0425,"100,000.00",SKYZEN
1148,9/7/2019,RBR-P 875,Cheques,ANDHRA,VENKATESWARA TV AND RADIO ENTERPRISES,HDFC BANK OD 0425,"214,375.00",SKYZEN
1149,9/7/2019,RBR-P 876,Cheques,ANDHRA,GVS TECHNOLOGIES,HDFC BANK OD 0425,"200,000.00",SKYZEN
1150,9/7/2019,RBR-P 877,Cheques,TELANGANA,KAVYA ENTERPRISES,HDFC BANK OD 0425,"34,950.00",SKYZEN
1151,10/7/2019,RBR-P 878,Cheques,ANDHRA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"23,000.00",SKYZEN
1152,10/7/2019,RBR-P 879,Cheques,ANDHRA,HOME STAR,HDFC BANK OD 0425,"186,000.00",SKYZEN
1153,10/7/2019,RBR-P 880,Cheques,ANDHRA,SRI VENKATESWARA ELE,HDFC BANK OD 0425,"13,780.00",SKYZEN
1154,10/7/2019,RBR-P 881,Cheques,ANDHRA,NEELIMA ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"24,995.28",SKYZEN
1155,10/7/2019,RP-JP 48,Cash,TELANGANA,BHAGYASRI HOME NEEDS,Travelling Cash Pavan,"10,000.00",SKYZEN
1156,10/7/2019,RP-JP 49,Cash,TELANGANA,BHAGYASRI HOME NEEDS,Travelling Cash Pavan,"10,000.00",SKYZEN
1157,10/7/2019,RP-JP 50,Cash,ANDHRA,BALAJI  HOME NEEDS,Travelling Cash Pavan,"6,000.00",SKYZEN
1158,11/7/2019,RBR-P 882,Cheques,ANDHRA,SRI VENKATESWARA ENTERPRISES,HDFC BANK OD 0425,"101,018.00",SKYZEN
1159,11/7/2019,RBR-P 883,Cheques,ANDHRA,SRI VENKATESWARA ENTERPRISES,HDFC BANK OD 0425,"92,646.00",SKYZEN
1160,11/7/2019,RBR-P 884,Cheques,ANDHRA,MARUTHI ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"41,880.00",SKYZEN
1161,11/7/2019,RBR-P 885,Cheques,ANDHRA,GVS TECHNOLOGIES,HDFC BANK OD 0425,"200,000.00",SKYZEN
1162,12/7/2019,PREC-P 1,Cash,ANDHRA,SATYAM FURNITURE,Travelling Cash Vinaya,"8,140.00",SKYZEN
1163,12/7/2019,RBR-P 886,Cheques,ANDHRA,DWARAKA ENTERPRISES,HDFC BANK OD 0425,"900,000.00",SKYZEN
1164,12/7/2019,RBR-P 887,Cheques,TELANGANA,RS ENTERPRISES,HDFC BANK OD 0425,"300,000.00",SKYZEN
1165,12/7/2019,RBR-P 888,Cheques,ANDHRA,SRI VENKATESWARA ENTERPRISES,HDFC BANK OD 0425,"105,228.00",SKYZEN
1166,12/7/2019,RBR-P 889,Cheques,ANDHRA,SRI SAI ELECTRONICS,HDFC BANK OD 0425,"25,000.00",SKYZEN
1167,12/7/2019,RBR-P 890,Cheques,ANDHRA,INNOVATIONS SHOPPING MALL,HDFC BANK OD 0425,"50,000.00",SKYZEN
1168,12/7/2019,RBR-P 891,Cheques,ANDHRA,SRI VINAYAKA ELECTRONICS,HDFC BANK OD 0425,"200,000.00",SKYZEN
1169,12/7/2019,RBR-P 892,Cheques,TELANGANA,KHATER ELECTRONICS,HDFC BANK OD 0425,"54,000.00",SKYZEN
1170,12/7/2019,RBR-P 893,Cheques,ANDHRA,SARADA ELECTRONICS,HDFC BANK OD 0425,"13,720.00",SKYZEN
1171,12/7/2019,RP-JP 51,Cash,ANDHRA,GAYATRI MEGA FURNITURE,Travelling Cash Pavan,"8,000.00",SKYZEN
1172,13-07-2019,RBR-P 894,Cheques,ANDHRA,THIRUMALA ELECTRONICS AND ENTERPRISES,HDFC BANK OD 0425,"49,500.00",SKYZEN
1173,15-07-2019,RBR-P 895,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
1174,15-07-2019,RBR-P 896,Cheques,ANDHRA,KAMAL ELECTRICALS,HDFC BANK OD 0425,"100,000.00",SKYZEN
1175,15-07-2019,RBR-P 897,Cheques,TELANGANA,SHREEJA ENTERPRISES,HDFC BANK OD 0425,"107,002.00",SKYZEN
1176,15-07-2019,RBR-P 898,Cheques,TELANGANA,NAGA SAI HOME APPLIANCE,HDFC BANK OD 0425,"17,950.00",SKYZEN
1177,15-07-2019,TG-RP-V 117,Cash,GOLLAPUDI,VENKATARAJU ENTERPRISES,Travelling Cash Nani,"50,000.00",SKYZEN
1178,15-07-2019,TG-RP-V 118,Cash,GOLLAPUDI,SUDHEER ELECTRONICS,Travelling Cash Ratnakumar,"18,700.00",SKYZEN
1179,16-07-2019,RBR-P 899,Cheques,ANDHRA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"37,819.00",SKYZEN
1180,16-07-2019,RBR-P 900,Cheques,ANDHRA,SRI HANUMAN ENTERPRISES,HDFC BANK OD 0425,"414,010.40",SKYZEN
1181,16-07-2019,RBR-P 901,Cheques,ANDHRA,KAMAL ELECTRICALS,HDFC BANK OD 0425,"450,000.00",SKYZEN
1182,16-07-2019,RBR-P 902,Cheques,ANDHRA,SRI SAI DURGA HOME NEEDS,HDFC BANK OD 0425,"17,340.00",SKYZEN
1183,16-07-2019,RBR-P 903,Cheques,TELANGANA,POORNA ELECTRONICS,HDFC BANK OD 0425,"100,000.00",SKYZEN
1184,16-07-2019,RBR-P 904,Cheques,TELANGANA,SRI MANJUNATHA MOBILES AND ENTERPRISES,HDFC BANK OD 0425,"25,000.00",SKYZEN
1185,16-07-2019,RBR-P 905,Cheques,TELANGANA,NEW MAKAM TRADERS,HDFC BANK OD 0425,"33,948.00",SKYZEN
1186,16-07-2019,RBR-P 906,Cheques,ANDHRA,SHAMA CLASSIC ENTERPRISES,HDFC BANK OD 0425,"22,750.00",SKYZEN
1187,16-07-2019,RP-JP 52,Cash,ANDHRA,SATYA ENTERPRISES,Travelling Cash Pavan,"10,000.00",SKYZEN
1188,16-07-2019,RP-JP 53,Cash,ANDHRA,NEW KAVERI HOME NEEDS (HA),Travelling Cash Pavan,"10,000.00",SKYZEN
1189,17-07-2019,RBR-P 907,Cheques,ANDHRA,SRI RAJYALAKSHMI ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"200,000.00",SKYZEN
1190,18-07-2019,RBR-P 908,Cheques,TELANGANA,PRIME ENTERPRZS,HDFC BANK OD 0425,"34,751.00",SKYZEN
1191,18-07-2019,RBR-P 909,Cheques,ANDHRA,THIRUMALA ELECTRONICS AND ENTERPRISES,HDFC BANK OD 0425,"50,000.00",SKYZEN
1192,18-07-2019,RBR-P 910,Cheques,ANDHRA,KGN ELECTRONICS,HDFC BANK OD 0425,"30,000.00",SKYZEN
1193,18-07-2019,RBR-P 911,Cheques,ANDHRA,SRI MANIKANTA HOME NEEDS,HDFC BANK OD 0425,"24,100.00",SKYZEN
1194,18-07-2019,RBR-P 912,Cheques,ANDHRA,SRINIVASA TRADING CO,HDFC BANK OD 0425,"15,000.00",KENSTAR
1195,18-07-2019,RBR-P 913,Cheques,TELANGANA,MARUTI ELECTRONICS,HDFC BANK OD 0425,"27,870.00",SKYZEN
1196,18-07-2019,RBR-P 914,Cheques,ANDHRA,PHC DEVELOPMENT SOCIETY,HDFC BANK OD 0425,"4,900.00",SKYZEN
1197,19-07-2019,RBR-P 915,Cheques,TELANGANA,RISHI ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
1198,19-07-2019,RBR-P 916,Cheques,ANDHRA,VK ENTERPRISES,HDFC BANK OD 0425,"300,000.00",SKYZEN
1199,19-07-2019,RBR-P 917,Cheques,ANDHRA,SRI VENKATESWARA ENTERPRISES,HDFC BANK OD 0425,"20,080.00",SKYZEN
1200,19-07-2019,RBR-P 918,Cheques,ANDHRA,GAUTHAM COOLING SOLUTIONS,HDFC BANK OD 0425,"32,300.00",SKYZEN
1201,19-07-2019,RBR-P 919,Cheques,ANDHRA,NEELIMA ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"25,000.00",SKYZEN
1202,19-07-2019,RBR-P 920,Cheques,ANDHRA,SRIKANTHS DIGI SHOPPE,HDFC BANK OD 0425,"20,000.00",SKYZEN
1203,20-07-2019,RBR-P 921,Cheques,TELANGANA,VAISHNAVI MARKETING,HDFC BANK OD 0425,"99,000.00",SKYZEN
1204,20-07-2019,RBR-P 922,Cheques,ANDHRA,VIJAYALAKSHMI TEXTILES AND COLLECTIONS,HDFC BANK OD 0425,"74,200.00",SKYZEN
1205,20-07-2019,RBR-P 923,Cheques,ANDHRA,APPALA RAMBABU,HDFC BANK OD 0425,"5,600.00",SKYZEN
1206,20-07-2019,RBR-P 924,Cheques,TELANGANA,SRI SAI ELECTRONICS AND HOME APPLIANCES,HDFC BANK OD 0425,"34,950.00",SKYZEN
1207,20-07-2019,RBR-P 925,Cheques,ANDHRA,VIJAY TV HOME,HDFC BANK OD 0425,"71,125.00",SKYZEN
1208,20-07-2019,RBR-P 926,Cheques,ANDHRA,RTGS PENDING,HDFC BANK OD 0425,"40,000.00",SKYZEN
1209,20-07-2019,RBR-P 927,Cheques,ANDHRA,NEW LOTUS COMPUTERS,HDFC BANK OD 0425,"6,000.00",SKYZEN
1210,20-07-2019,TG-RP-V 119,Cash,GOLLAPUDI,KAMADHENU ELECTRONICS,Travelling Cash Ratnakumar,"16,000.00",SKYZEN
1211,21-07-2019,RP-JP 54,Cash,ANDHRA,SURYA TEJA SHOPPING MALL,Travelling Cash Pavan,"10,000.00",SKYZEN
1212,22-07-2019,RBR-P 928,Cheques,ANDHRA,THIRUMALA ELECTRONICS AND ENTERPRISES,HDFC BANK OD 0425,"50,000.00",SKYZEN
1213,22-07-2019,RBR-P 929,Cheques,ANDHRA,SRI MANIKANTA HOME NEEDS,HDFC BANK OD 0425,"25,270.00",SKYZEN
1214,22-07-2019,RBR-P 930,Cheques,ANDHRA,SAI HARIKA ENTERPRISES,HDFC BANK OD 0425,"22,934.00",SKYZEN
1215,22-07-2019,RBR-P 931,Cheques,TELANGANA,NAGA SAI HOME APPLIANCE,HDFC BANK OD 0425,"17,000.00",SKYZEN
1216,23-07-2019,RBR-P 932,Cheques,ANDHRA,DWARAKA ENTERPRISES,HDFC BANK OD 0425,"378,970.00",SKYZEN
1217,23-07-2019,RBR-P 933,Cheques,ANDHRA,GVS TECHNOLOGIES,HDFC BANK OD 0425,"400,000.00",SKYZEN
1218,23-07-2019,RBR-P 934,Cheques,ANDHRA,SONOVISION WATCH AND ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
1219,23-07-2019,RBR-P 939,Cheques,ANDHRA,LAKSHMI CHAITANYA ELECTRICALS AND ELECTRONICS,HDFC BANK OD 0425,"47,466.00",SKYZEN
1220,24-07-2019,RBR-P 935,Cheques,ANDHRA,LAKSHMI CHAITANYA ELECTRICALS AND ELECTRONICS,HDFC BANK OD 0425,"47,466.00",SKYZEN
1221,24-07-2019,RBR-P 936,Cheques,ANDHRA,SAI RAM ENTER PRISES,HDFC BANK OD 0425,"25,000.00",SKYZEN
1222,24-07-2019,RBR-P 937,Cheques,ANDHRA,SREE BALAJI AGENCIES,HDFC BANK OD 0425,"361,080.00",SKYZEN
1223,24-07-2019,RBR-P 938,Cheques,ANDHRA,LAXMI AUDIOS,HDFC BANK OD 0425,"200,000.00",SKYZEN
1224,24-07-2019,TG-RP-V 120,Cash,GOLLAPUDI,HOME STAR,Cash Account Dileep,"400,000.00",SKYZEN
1225,25-07-2019,RBR-P 940,Cheques,ANDHRA,SRM ELECTRONICS NANDYAL,HDFC BANK OD 0425,"15,000.00",SKYZEN
1226,25-07-2019,RBR-P 941,Cheques,ANDHRA,KALYANA CHAKRAVARTHI,HDFC BANK OD 0425,"15,000.00",SKYZEN
1227,25-07-2019,RBR-P 942,Cheques,ANDHRA,VAISHNAVI MARKETING,HDFC BANK OD 0425,"100,000.00",SKYZEN
1228,25-07-2019,RBR-P 943,Cheques,ANDHRA,LAKSHMI CHAITANYA ELECTRICALS AND ELECTRONICS,HDFC BANK OD 0425,"47,466.00",SKYZEN
1229,25-07-2019,RBR-P 944,Cheques,ANDHRA,SRI RAM NARAYANA MURTHY,HDFC BANK OD 0425,"3,000.00",SKYZEN
1230,25-07-2019,RBR-P 945,Cheques,ANDHRA,DIVYA DIGITAL SHOPPE,HDFC BANK OD 0425,"25,000.00",SKYZEN
1231,25-07-2019,RBR-P 946,Cheques,ANDHRA,SRI VINAYAKA ELECTRONICS,HDFC BANK OD 0425,"110,000.00",SKYZEN
1232,25-07-2019,RP-V 39,Cash,ANDHRA,ROSHAN LIGHTS,Travelling Cash Raja,"7,500.00",SKYZEN
1233,26-07-2019,RBR-P 947,Cheques,ANDHRA,VK ENTERPRISES,HDFC BANK OD 0425,"200,000.00",SKYZEN
1234,26-07-2019,RBR-P 948,Cheques,ANDHRA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"21,882.00",SKYZEN
1235,26-07-2019,RBR-P 949,Cheques,ANDHRA,SRI VINAYAKA ELECTRONICS,HDFC BANK OD 0425,"100,000.00",SKYZEN
1236,26-07-2019,RBR-P 950,Cheques,ANDHRA,DWARAKA ENTERPRISES,HDFC BANK OD 0425,"67,853.00",SKYZEN
1237,26-07-2019,RBR-P 951,Cheques,ANDHRA,STAR VISION TV SHOP,HDFC BANK OD 0425,"60,000.00",SKYZEN
1238,26-07-2019,RBR-P 952,Cheques,ANDHRA,RS ENTERPRISES,HDFC BANK OD 0425,"200,000.00",SKYZEN
1239,26-07-2019,RBR-P 953,Cheques,ANDHRA,LAASYA SRI ENTERPRISES,HDFC BANK OD 0425,"30,000.00",SKYZEN
1240,26-07-2019,RBR-P 954,Cheques,ANDHRA,VASAVI TIME VISION,HDFC BANK OD 0425,"25,000.00",SKYZEN
1241,26-07-2019,RBR-P 955,Cheques,ANDHRA,KUMAR ENTERPRISES TV&FURNATURE SHOWROOM,HDFC BANK OD 0425,"20,000.00",SKYZEN
1242,26-07-2019,RBR-P 956,Cheques,ANDHRA,SRI SURYA PRASAD ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"60,000.00",SKYZEN
1243,26-07-2019,RBR-P 957,Cheques,ANDHRA,SRI ASHOK CHAKRAVARTHY ELE & HOME NEEDS,HDFC BANK OD 0425,"48,790.00",SKYZEN
1244,26-07-2019,RBR-P 958,Cheques,ANDHRA,RADHA KRISHNA ELECTRONICS,HDFC BANK OD 0425,"30,000.00",SKYZEN
1245,28-07-2019,RP-JP 55,Cash,ANDHRA,BUJJI ELECTRONICS,Travelling Cash Pavan,"10,000.00",SKYZEN
1246,28-07-2019,RP-JP 56,Cash,ANDHRA,SASHA SAI HOME NEEDS,Travelling Cash Pavan,"9,070.00",SKYZEN
1247,28-07-2019,RP-JP 57,Cash,ANDHRA,SATYA ENTERPRISES,Travelling Cash Pavan,"10,000.00",SKYZEN
1248,29-07-2019,RBR-P 959,Cheques,ANDHRA,VISWANADAM.K,HDFC BANK OD 0425,"11,500.00",SKYZEN
1249,29-07-2019,RBR-P 960,Cheques,ANDHRA,SRI VINAYAKA ELECTRONICS,HDFC BANK OD 0425,"100,000.00",SKYZEN
1250,29-07-2019,RBR-P 961,Cheques,TELANGANA,AMBIKA APPLIANCES PVT LTD,HDFC BANK OD 0425,"400,000.00",SKYZEN
1251,29-07-2019,RBR-P 962,Cheques,ANDHRA,SRI DHANALAKSHMI AGENCIES,HDFC BANK OD 0425,"25,000.00",SKYZEN
1252,29-07-2019,RBR-P 963,Cheques,ANDHRA,SRI SAI RAM ELECTRONICSS,HDFC BANK OD 0425,"24,000.00",SKYZEN
1253,30-07-2019,RBR-P 964,Cheques,ANDHRA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"23,850.00",SKYZEN
1254,30-07-2019,RBR-P 965,Cheques,ANDHRA,THIRUMALA ELECTRONICS AND ENTERPRISES,HDFC BANK OD 0425,"60,000.00",SKYZEN
1255,30-07-2019,RBR-P 966,Cheques,ANDHRA,GVS TECHNOLOGIES,HDFC BANK OD 0425,"400,000.00",SKYZEN
1256,30-07-2019,RBR-P 967,Cheques,ANDHRA,HS ENTERPRISE NEW,HDFC BANK OD 0425,"200,000.00",SKYZEN
1257,30-07-2019,RBR-P 968,Cheques,ANDHRA,KUMAR ENTERPRISES TV&FURNATURE SHOWROOM,HDFC BANK OD 0425,"20,000.00",SKYZEN
1258,30-07-2019,RBR-P 969,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
1259,30-07-2019,RBR-P 970,Cheques,ANDHRA,SHREEJA ENTERPRISES,HDFC BANK OD 0425,"20,992.00",SKYZEN
1260,30-07-2019,RBR-P 971,Cheques,ANDHRA,SRI SAI TEJA ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
1261,30-07-2019,RBR-P 972,Cheques,ANDHRA,UMA TRADERS,HDFC BANK OD 0425,"41,950.00",SKYZEN
1262,30-07-2019,RBR-P 973,Cheques,ANDHRA,SIVA ENTERPRISES,HDFC BANK OD 0425,"10,000.00",SKYZEN
1263,1/8/2019,RBR-P 836,Cheques,ANDHRA,AMEER ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
1264,1/8/2019,RBR-P 837,Cheques,ANDHRA,SRI VENKATESWARA ENTERPRISES,HDFC BANK OD 0425,"200,610.00",SKYZEN
1265,1/8/2019,RBR-P 839,Cheques,ANDHRA,A P FURNITURE MALL,HDFC BANK OD 0425,"20,000.00",SKYZEN
1266,1/8/2019,RBR-P 840,Cheques,ANDHRA,RISHI ENTERPRISES,HDFC BANK OD 0425,"200,000.00",SKYZEN
1267,2/8/2019,RBR-P 831,Cheques,TELANGANA,VIMAL HOME APPLIANCES,HDFC BANK OD 0425,"34,950.00",SKYZEN
1268,2/8/2019,RBR-P 844,Cheques,ANDHRA,SRI VENKATESWARA ENTERPRISES,HDFC BANK OD 0425,"120,110.00",SKYZEN
1269,2/8/2019,RBR-P 845,Cheques,ANDHRA,WORLD FURNITURE & ELECTRONICS,HDFC BANK OD 0425,"100,000.00",SKYZEN
1270,2/8/2019,RBR-P 846,Cheques,ANDHRA,SRI VENKATESWARA ELECTRONICS & FURNITURE,HDFC BANK OD 0425,"56,000.00",SKYZEN
1271,2/8/2019,RBR-P 847,Cheques,ANDHRA,LORD VENKATESWARA ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
1272,2/8/2019,RBR-P 848,Cheques,ANDHRA,MH ENTERPRISES,HDFC BANK OD 0425,"149,000.00",SKYZEN
1273,2/8/2019,RBR-P 849,Cheques,ANDHRA,BALAJI FURNITURE WORLD,HDFC BANK OD 0425,"30,000.00",SKYZEN
1274,2/8/2019,RBR-P 850,Cheques,TELANGANA,ASIAN ELECTRONICS,HDFC BANK OD 0425,"22,520.00",SKYZEN
1275,2/8/2019,RBR-P 851,Cheques,ANDHRA,THIRUMALA ELECTRONICS AND ENTERPRISES,HDFC BANK OD 0425,"45,000.00",SKYZEN
1276,2/8/2019,RBR-P 852,Cheques,TELANGANA,SRIDHAR AGENCIES,HDFC BANK OD 0425,"50,000.00",SKYZEN
1277,2/8/2019,RBR-P 853,Cheques,ANDHRA,BHUMI ELECTRONICS,HDFC BANK OD 0425,"200,000.00",SKYZEN
1278,3/8/2019,RBR-P 854,Cheques,TELANGANA,SAI KRISHNA TRADING COMPANY,HDFC BANK OD 0425,"94,000.00",SKYZEN
1279,3/8/2019,RP-HR 25,Cash,ANDHRA,SRI VENKATESWARA HOME NEEDS,Travelling Cash Harnatha reddy,"10,000.00",SKYZEN
1280,3/8/2019,RP-HR 26,Cash,ANDHRA,VALI ENTERPRISES,Travelling Cash Harnatha reddy,"8,000.00",SKYZEN
1281,3/8/2019,TG-RP-V 116,Cash,GOLLAPUDI,SUDHEER ELECTRONICS,Travelling Cash Ratnakumar,"29,000.00",SKYZEN
1282,4/8/2019,RBR-P 855,Cheques,ANDHRA,SRI VENKATESWARA ENTERPRISES,HDFC BANK OD 0425,"219,383.00",SKYZEN
1283,4/8/2019,RBR-P 856,Cheques,ANDHRA,ANWAR HOME NEEDS,HDFC BANK OD 0425,"21,100.00",SKYZEN
1284,4/8/2019,RBR-P 857,Cheques,ANDHRA,MAA LAXMI ENTERPRISES,HDFC BANK OD 0425,"100,000.00",SKYZEN
1285,4/8/2019,RBR-P 858,Cheques,ANDHRA,VAISHNAVI MARKETING,HDFC BANK OD 0425,"100,000.00",SKYZEN
1286,4/8/2019,RBR-P 859,Cheques,ANDHRA,JYOTHI ELECTRONICS,HDFC BANK OD 0425,"60,000.00",SKYZEN
1287,5/8/2019,RBR-P 860,Cheques,ANDHRA,SONOVISION WATCH AND ELECTRONICS,HDFC BANK OD 0425,"50,000.00",SKYZEN
1288,5/8/2019,RBR-P 861,Cheques,ANDHRA,SRI RAJA ELECTRONICS,HDFC BANK OD 0425,"100,000.00",SKYZEN
1289,5/8/2019,RBR-P 862,Cheques,ANDHRA,SRI MANIKANTA HOME NEEDS,HDFC BANK OD 0425,"25,270.00",SKYZEN
1290,5/8/2019,RP-JP 47,Cash,ANDHRA,GAYATRI MEGA FURNITURE,Travelling Cash Pavan,"10,000.00",SKYZEN
1291,5/8/2019,RBR-P 863,Cheques,ANDHRA,SRI SIRI VENNELA REFRIGIRATIONS&HOME NEEDS,HDFC BANK OD 0425,"51,700.00",SKYZEN
1292,6/8/2019,RBR-P 864,Cheques,ANDHRA,NEELIMA ELECTRONICS & HOME NEEDS,HDFC BANK OD 0425,"25,000.00",SKYZEN
1293,6/8/2019,RBR-P 865,Cheques,ANDHRA,MARUTI ELECTRONICS,HDFC BANK OD 0425,"40,000.00",SKYZEN
1294,6/8/2019,RBR-P 866,Cheques,ANDHRA,RADHA KRISHNA ELECTRONICS,HDFC BANK OD 0425,"25,000.00",SKYZEN
1295,8/8/2019,RBR-P 868,Cheques,ANDHRA,RUCHITA HOME NEEDS & ELECTRONICS,HDFC BANK OD 0425,"40,000.00",SKYZEN
1296,8/8/2019,RBR-P 869,Cheques,ANDHRA,KUMAR ENTERPRISES TV&FURNATURE SHOWROOM,HDFC BANK OD 0425,"20,000.00",SKYZEN
1297,8/8/2019,RBR-P 870,Cheques,ANDHRA,CHENNAI STEEL AND HOME APPLIANCIES,HDFC BANK OD 0425,"18,990.00",SKYZEN
1298,8/8/2019,RP-RK 33,Cash,ANDHRA,MY HOME SHOPPY,Travelling Cash Ratnakumar,"10,000.00",SKYZEN
1299,8/8/2019,RP-RK 34,Cash,ANDHRA,MY HOME SHOPPY,Travelling Cash Ratnakumar,"10,000.00",SKYZEN
1300,8/8/2019,RP-RK 35,Cash,ANDHRA,MY HOME SHOPPY,Travelling Cash Ratnakumar,"6,380.00",SKYZEN
1301,8/8/2019,RBR-P 871,Cheques,ANDHRA,SRI VENKATESWARA ENTERPRISES,HDFC BANK OD 0425,"115,277.00",SKYZEN
1302,8/8/2019,RBR-P 872,Cheques,ANDHRA,SAI RAM ENTER PRISES,HDFC BANK OD 0425,"30,000.00",SKYZEN
1303,8/8/2019,RBR-P 873,Cheques,TELANGANA,VIMAL HOME APPLIANCES,HDFC BANK OD 0425,"27,500.00",SKYZEN
1304,8/8/2019,RBR-P 874,Cheques,TELANGANA,POORNA ELECTRONICS,HDFC BANK OD 0425,"100,000.00",SKYZEN
1305,9/8/2019,RBR-P 876,Cheques,ANDHRA,GVS TECHNOLOGIES,HDFC BANK OD 0425,"200,000.00",SKYZEN
