SNo,Date,Voucher No,Branch,Party,Purchase Account,Product,Net Amount,Division
1065,31-05-2019,TP-PV-P 2,PONNUR,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI AIR COOLER,"80,640.00",CVCRM
1066,31-05-2019,TP-PV-P 2,PONNUR,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI WHITE AIR COOLER,"16,035.00",CVCRM
1067,01-06-2019,PV-ONG 272,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"1,510.40",CVCRM
1068,01-06-2019,PV-ONG 272,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.40,SKYZEN
1069,01-06-2019,PV-ONG 273,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,FRES SMILE,"177,000.00",SKYZEN
1070,01-06-2019,PV-ONG 273,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 801,"191,160.00",SKYZEN
1071,01-06-2019,PV-ONG 274,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"45,312.00",CVCRM
1072,01-06-2019,PV-ONG 275,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,PUMP MOTOR,"3,696.00",CVCRM
1073,01-06-2019,PV-ONG 275,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,WOOD WOOL GENERAL,"1,120.00",SERVICE
1074,01-06-2019,PV-ONG 334,ANDHRA,MAXTRONIC AUTOMATION,Purchase of 18% Items,REMOTE PCB USB,"35,400.00",SKYZEN
1075,01-06-2019,PV-ONG 335,ANDHRA,MAXTRONIC AUTOMATION,Purchase of 18% Items,REMOTE PCB BLUE TOOTH,"141,423.00",SERVICE
1076,01-06-2019,PV-ONG 336,ANDHRA,MAXTRONIC AUTOMATION,Purchase of 18% Items,REMOTE PCB BLUE TOOTH,"141,423.00",SERVICE
1077,03-06-2019,PV-ONG 276,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"104,076.00",CVCRM
1078,03-06-2019,PV-ONG 276,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"37,760.00",CVCRM
1079,03-06-2019,PV-ONG 276,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"67,968.00",CVCRM
1080,03-06-2019,PV-ONG 276,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Super Cool 16AL,"87,249.20",SKYZEN
1081,03-06-2019,PV-ONG 276,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"34,928.00",SKYZEN
1082,03-06-2019,PV-ONG 276,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.20,SKYZEN
1083,03-06-2019,PV-ONG 277,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CVCRM FAN BLADE,"1,150.50",SKYZEN
1084,03-06-2019,PV-ONG 277,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 036H HIPPO MOTOR,"1,283.84",SERVICE
1085,03-06-2019,PV-ONG 277,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 120 COMMON MOTOR,"5,380.80",SERVICE
1086,03-06-2019,PV-ONG 277,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 039H SMART/THUNDER/VIBRANT,"1,420.72",SERVICE
1087,03-06-2019,PV-ONG 277,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CD 031H SUPER,"1,387.68",SERVICE
1088,03-06-2019,PV-ONG 277,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,BLADE 16 PL,460.20,SERVICE
1089,03-06-2019,PV-ONG 277,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.26,SKYZEN
1090,04-06-2019,PV-ONG 278,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"1,416.00",CVCRM
1091,04-06-2019,PV-ONG 278,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"2,891.00",CVCRM
1092,05-06-2019,PV-H 20,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,TYPHOON AIR COOLER,"40,000.00",CVCRM
1093,05-06-2019,PV-H 20,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY WASHER SZ 900,"288,000.00",SKYZEN
1094,05-06-2019,PV-ONG 279,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"20,237.00",CVCRM
1095,05-06-2019,PV-ONG 279,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"18,880.00",CVCRM
1096,05-06-2019,TP-PV-H 3,PONNUR,SAI TEJA INDO PLAST OGL,Purchase of Air coolers Raw material,TYPHOON AIR COOLER,"13,920.00",CVCRM
1097,06-06-2019,PV-H 21,TELANGANA,Malhotra Electronics Pvt Ltd,Purchase of 18% Items,SKYZEN LED M24D,"350,046.75",SKYZEN
1098,06-06-2019,PV-H 21,TELANGANA,Malhotra Electronics Pvt Ltd,,,0.25,SKYZEN
1099,06-06-2019,PV-ONG 280,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"37,760.00",CVCRM
1100,06-06-2019,PV-ONG 280,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"279,424.00",SKYZEN
1101,06-06-2019,PV-ONG 281,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Super Cool 16AL,"47,987.06",SKYZEN
1102,06-06-2019,PV-ONG 281,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18ALH,"20,475.36",SKYZEN
1103,06-06-2019,PV-ONG 281,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.42,SKYZEN
1104,06-06-2019,PV-ONG 282,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smart Cool 18AL,"4,669.26",SKYZEN
1105,06-06-2019,PV-ONG 282,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.26,SKYZEN
1106,06-06-2019,PV-V 47,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,PUMP MOTORS 18(W),253.12,SKYZEN
1107,06-06-2019,PV-V 47,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.12,SKYZEN
1108,06-06-2019,PV-V 48,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CABLE TIE 100 MM,66.00,SKYZEN
1109,06-06-2019,PV-V 48,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWING MOTOR,472.00,CVCRM
1110,06-06-2019,PV-V 48,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CC 083 H CUTE MOTOR,925.12,SERVICE
1111,06-06-2019,PV-V 48,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SWITCH (FUNCTIONAL),21.24,CVCRM
1112,06-06-2019,PV-V 48,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.36,SKYZEN
1113,06-06-2019,PV-V 56,ANDHRA,DIXON TECHNOLOGIES (INDIA) LIMITED,Purchase of 18% Items,SKY SEMI WM SD 72R BUCKET,"438,075.00",SKYZEN
1114,06-06-2019,PV-V 56,ANDHRA,DIXON TECHNOLOGIES (INDIA) LIMITED,Purchase of 18% Items,SKY SEMI WM SD 75P,"463,350.60",SKYZEN
1115,06-06-2019,PV-V 56,ANDHRA,DIXON TECHNOLOGIES (INDIA) LIMITED,,,0.40,SKYZEN
1116,07-06-2019,PV-H 22,TELANGANA,Malhotra Electronics Pvt Ltd,Purchase of 18% Items,SKYZEN LED M32,"1,296,450.00",SKYZEN
1117,07-06-2019,PV-H 22,TELANGANA,Malhotra Electronics Pvt Ltd,Purchase of 18% Items,SKYZEN LED M32M,"332,010.00",SKYZEN
1118,07-06-2019,PV-H 22,TELANGANA,Malhotra Electronics Pvt Ltd,Purchase of 18% Items,SKYZEN LED M32S,"1,268,400.00",SKYZEN
1119,07-06-2019,PV-H 22,TELANGANA,Malhotra Electronics Pvt Ltd,Purchase of 18% Items,SKYZEN LED M32SM,"434,309.88",SKYZEN
1120,07-06-2019,PV-H 22,TELANGANA,Malhotra Electronics Pvt Ltd,Purchase of 18% Items,SKYZEN LED M32SB(Sound Bar),"392,190.00",SKYZEN
1121,07-06-2019,PV-H 22,TELANGANA,Malhotra Electronics Pvt Ltd,Purchase of 18% Items,SKYZEN LED M24D,"1,895,800.00",SKYZEN
1122,07-06-2019,PV-H 22,TELANGANA,Malhotra Electronics Pvt Ltd,,,0.12,SKYZEN
1123,07-06-2019,PV-H 23,TELANGANA,Malhotra Electronics Pvt Ltd,Purchase of 28% Items,SKYZEN LED M42S,"654,655.00",SKYZEN
1124,08-06-2019,PV-H 24,TELANGANA,BALAJI RADIO HOUSE,Purchase of 18% Items,SKY WATER DIS 21B FSR,"7,370.00",SKYZEN
1125,08-06-2019,PV-ONG 283,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,FRES SMILE,"86,346.50",SKYZEN
1126,08-06-2019,PV-ONG 283,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"183,054.58",SKYZEN
1127,08-06-2019,PV-ONG 283,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY VIBRANT 5000,"4,217.32",SKYZEN
1128,08-06-2019,PV-ONG 283,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY VIBRANT 5000 HC,"4,433.26",SKYZEN
1129,08-06-2019,PV-ONG 283,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY VIBRANT 5000 HC,"13,299.78",SKYZEN
1130,08-06-2019,PV-ONG 283,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.44,SKYZEN
1131,08-06-2019,PV-P 22,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"41,919.50",CVCRM
1132,08-06-2019,PV-P 22,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.50,SKYZEN
1133,08-06-2019,PV-V 52,ANDHRA,GAYATHRI HOME APPLIENCESS,Purchase of 18% Items,SKY Hippo Chill 4500,"144,000.00",SKYZEN
1134,08-06-2019,PV-V 54,ANDHRA,SAI TEJA INDO PLAST HYD,Purchase of 28% Items,SKYZEN LED M42S,"133,500.00",SKYZEN
1135,08-06-2019,PV-V 55,ANDHRA,SAI TEJA INDO PLAST HYD,Purchase of 18% Items,SKYZEN LED M24D,"960,000.00",SKYZEN
1136,08-06-2019,PV-V 55,ANDHRA,SAI TEJA INDO PLAST HYD,Purchase of 18% Items,SKYZEN LED M32,"663,000.00",SKYZEN
1137,08-06-2019,PV-V 55,ANDHRA,SAI TEJA INDO PLAST HYD,Purchase of 18% Items,SKYZEN LED M32M,"198,000.00",SKYZEN
1138,08-06-2019,PV-V 55,ANDHRA,SAI TEJA INDO PLAST HYD,Purchase of 18% Items,SKYZEN LED M32S,"519,000.00",SKYZEN
1139,08-06-2019,PV-V 55,ANDHRA,SAI TEJA INDO PLAST HYD,Purchase of 18% Items,SKYZEN LED M32SB(Sound Bar),"161,700.00",SKYZEN
1140,08-06-2019,PV-V 55,ANDHRA,SAI TEJA INDO PLAST HYD,Purchase of 18% Items,SKY WATER DIS 21B FSR,"98,800.00",SKYZEN
1141,10-06-2019,PV-ONG 284,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"244,496.00",SKYZEN
1142,10-06-2019,PV-ONG 286,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 802,"75,803.20",SKYZEN
1143,10-06-2019,PV-ONG 286,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"272,438.40",SKYZEN
1144,10-06-2019,PV-ONG 286,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.40,SKYZEN
1145,10-06-2019,PV-ONG 287,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 802,"237,746.40",SKYZEN
1146,10-06-2019,PV-ONG 287,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.40,SKYZEN
1147,10-06-2019,PV-ONG 288,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"1,888.00",CVCRM
1148,10-06-2019,PV-ONG 289,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"179,242.00",CVCRM
1149,10-06-2019,PV-ONG 289,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"43,424.00",CVCRM
1150,10-06-2019,PV-ONG 290,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"4,336.50",CVCRM
1151,10-06-2019,PV-ONG 290,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"12,083.20",CVCRM
1152,10-06-2019,PV-ONG 290,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.30,SKYZEN
1153,11-06-2019,PV-ONG 270,ANDHRA,DIXON TECHNOLOGIES (INDIA) LIMITED,Purchase of 18% Items,SKY SEMI WM SD 81R,"293,161.56",SKYZEN
1154,11-06-2019,PV-ONG 270,ANDHRA,DIXON TECHNOLOGIES (INDIA) LIMITED,,,0.44,SKYZEN
1155,11-06-2019,PV-ONG 271,ANDHRA,DIXON TECHNOLOGIES (INDIA) LIMITED,Purchase of 18% Items,SKY SEMI WM SD 72R BUCKET,"146,025.00",SKYZEN
1156,11-06-2019,PV-ONG 271,ANDHRA,DIXON TECHNOLOGIES (INDIA) LIMITED,Purchase of 18% Items,SKY SEMI WM SD 75P,"411,867.20",SKYZEN
1157,11-06-2019,PV-ONG 271,ANDHRA,DIXON TECHNOLOGIES (INDIA) LIMITED,Purchase of 18% Items,SKY SEMI WM SD 81R,"49,899.84",SKYZEN
1158,11-06-2019,PV-ONG 271,ANDHRA,DIXON TECHNOLOGIES (INDIA) LIMITED,,,-0.04,SKYZEN
1159,11-06-2019,PV-V 49,ANDHRA,DIXON TECHNOLOGIES (INDIA) LIMITED,Purchase of 18% Items,SKY SEMI WM SD 81R,"991,759.32",SKYZEN
1160,11-06-2019,PV-V 49,ANDHRA,DIXON TECHNOLOGIES (INDIA) LIMITED,,,-0.32,SKYZEN
1161,13-06-2019,PV-H 25,TELANGANA,DIXON TECHNOLOGIES (INDIA) LIMITED,Purchase of 18% Items,SKY SEMI WM SD 75P,"514,834.00",SKYZEN
1162,13-06-2019,PV-H 25,TELANGANA,DIXON TECHNOLOGIES (INDIA) LIMITED,Purchase of 18% Items,SKY SEMI WM SD 81R,"467,811.00",SKYZEN
1163,13-06-2019,PV-H 26,TELANGANA,DIXON TECHNOLOGIES (INDIA) LIMITED,Purchase of 18% Items,SKY SEMI WM SD 72R BUCKET,"803,137.50",SKYZEN
1164,13-06-2019,PV-H 26,TELANGANA,DIXON TECHNOLOGIES (INDIA) LIMITED,Purchase of 18% Items,SKY SEMI WM SD 75P,"77,225.10",SKYZEN
1165,13-06-2019,PV-H 26,TELANGANA,DIXON TECHNOLOGIES (INDIA) LIMITED,,,0.40,SKYZEN
1166,13-06-2019,PV-ONG 291,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 802,"17,228.00",SKYZEN
1167,13-06-2019,PV-ONG 291,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Smile Blower,"82,892.64",SKYZEN
1168,13-06-2019,PV-ONG 291,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Smile Trolly,"9,940.32",SKYZEN
1169,13-06-2019,PV-ONG 291,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.04,SKYZEN
1170,13-06-2019,PV-ONG 292,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 802,"344,560.00",SKYZEN
1171,13-06-2019,PV-ONG 293,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY Hippo Chill 4500,"8,996.32",SKYZEN
1172,13-06-2019,PV-ONG 293,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.32,SKYZEN
1173,13-06-2019,PV-P 20,ANDHRA,RAJKAMAL ELECTRONICS,Purchase of 18% Items,COMPUTER SPARES,590.00,SKYZEN
1174,13-06-2019,PV-P 23,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"45,312.00",CVCRM
1175,13-06-2019,PV-V 65,ANDHRA,VEIRA ELECTRONICS PVT.LTD,Purchase of 18% Items,SKYZEN LED VR32,"337,008.00",SKYZEN
1176,13-06-2019,TP-PV-P 3,PONNUR,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI AIR COOLER,"29,232.00",CVCRM
1177,13-06-2019,TP-PV-P 3,PONNUR,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI WHITE AIR COOLER,"32,070.00",CVCRM
1178,14-06-2019,PV-ONG 294,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"36,249.60",CVCRM
1179,14-06-2019,PV-ONG 294,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.40,SKYZEN
1180,14-06-2019,PV-ONG 295,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"36,249.60",CVCRM
1181,14-06-2019,PV-ONG 295,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.40,SKYZEN
1182,14-06-2019,PV-ONG 296,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"25,676.80",CVCRM
1183,14-06-2019,PV-ONG 296,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.20,SKYZEN
1184,14-06-2019,PV-ONG 297,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"7,227.50",CVCRM
1185,14-06-2019,PV-ONG 297,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"7,552.00",CVCRM
1186,14-06-2019,PV-ONG 297,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.50,SKYZEN
1187,14-06-2019,PV-ONG 326,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,FRES SMILE,"173,460.00",SKYZEN
1188,14-06-2019,PV-ONG 326,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 801,"198,240.00",SKYZEN
1189,14-06-2019,PV-ONG 326,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Smile Trolly,"20,709.00",SKYZEN
1190,14-06-2019,PV-V 57,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 802,"347,510.00",SKYZEN
1191,14-06-2019,PV-V 58,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY MOTOR CD-066(vibrant),"15,528.80",SKYZEN
1192,14-06-2019,PV-V 58,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,CS 002 H BLOWER,"29,594.40",SERVICE
1193,14-06-2019,PV-V 58,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.20,SKYZEN
1194,14-06-2019,PV-V 76,ANDHRA,VEIRA ELECTRONICS PVT.LTD,Purchase of 18% Items,SKYZEN LED VR32,"317,184.00",SKYZEN
1195,15-06-2019,PV-H 27,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY WASHER SZ 802,"551,000.00",SKYZEN
1196,15-06-2019,PV-H 27,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY WASHER SZ 900,"276,900.00",SKYZEN
1197,15-06-2019,PV-ONG 298,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"1,445.50",CVCRM
1198,15-06-2019,PV-ONG 298,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.50,SKYZEN
1199,15-06-2019,PV-P 21,ANDHRA,A K System Engineers Pvt Ltd,Purchase of 18% Items,AMAZON INSTANT TEA PREMIX CARDAMON,"7,179.25",OTHERS
1200,15-06-2019,PV-P 21,ANDHRA,A K System Engineers Pvt Ltd,Purchase of 18% Items,COURIER CHARGE,550.85,SKYZEN
1201,15-06-2019,PV-P 21,ANDHRA,A K System Engineers Pvt Ltd,,,-0.10,SKYZEN
1202,15-06-2019,PV-V 59,ANDHRA,DIXON TECHNOLOGIES (INDIA) LIMITED,Purchase of 18% Items,SKY 300DBT01702A0001I&DRAIN ROD T0,265.50,SERVICE
1203,15-06-2019,PV-V 59,ANDHRA,DIXON TECHNOLOGIES (INDIA) LIMITED,Purchase of 18% Items,SKY 300BBT01702A0001I &BRAKE ROD T0/T4/T5,265.50,SERVICE
1204,15-06-2019,PV-V 59,ANDHRA,DIXON TECHNOLOGIES (INDIA) LIMITED,Purchase of 18% Items,SKY 3DGTMRDL35MNEM01I&WASH TIMER 35 DS DONGH 3P DL/T1/T2/TT3/T6,"1,947.00",SERVICE
1205,15-06-2019,PV-V 59,ANDHRA,DIXON TECHNOLOGIES (INDIA) LIMITED,Purchase of 18% Items,2DXTUB051344WH01 TUB T5 WHITE 1344,"9,227.60",SERVICE
1206,15-06-2019,PV-V 59,ANDHRA,DIXON TECHNOLOGIES (INDIA) LIMITED,,,0.40,SKYZEN
1207,16-06-2019,PV-ONG 299,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"38,940.00",CVCRM
1208,17-06-2019,PV-H 28,TELANGANA,SAI TEJA INDO PLAST OGL,Purchase of 18% Items,SKY SEMI WM SD 68R,"192,000.00",SKYZEN
1209,17-06-2019,PV-SRNG 14,ANDHRA,DIVYA SAI SRINIVASA HOME NEEDS,Purchase of 18% Items,SKYZEN LED M32M,"13,440.00",SKYZEN
1210,17-06-2019,PV-STIP 1,ANDHRA,VINAYAKA ELE & HOME NEEDS NEW AP (SUPPLIER),Purchase of 18% Items,TROLLY SUITCASE,"180,000.00",SKYZEN
1211,17-06-2019,TO-PV-ONG 2,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,TYPHOON AL AIRCOOLER,"82,128.00",CVCRM
1212,17-06-2019,TO-PV-ONG 2,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,TYPHOON AL WHITE AIRCOLER,"63,184.00",CVCRM
1213,17-06-2019,TO-PV-ONG 2,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,STORM AIR COOLER,969.00,CVCRM
1214,17-06-2019,TO-PV-ONG 2,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI AIR COOLER,"221,760.00",CVCRM
1215,17-06-2019,TO-PV-ONG 2,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI WHITE AIR COOLER,"132,556.00",CVCRM
1216,17-06-2019,TO-PV-ONG 2,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,SAFARI AIR COOLER,"2,233.00",CVCRM
1217,17-06-2019,TO-PV-ONG 2,ONGOLE,NANO POLYMERS INDIA PVT LIMITED,Purchase of Air coolers Raw material,TYPHOON AIR COOLER,"2,296.00",CVCRM
1218,18-06-2019,PV-ONG 300,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"3,776.00",CVCRM
1219,18-06-2019,PV-ONG 301,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 802,"503,889.50",SKYZEN
1220,18-06-2019,PV-ONG 301,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"252,177.80",SKYZEN
1221,18-06-2019,PV-ONG 301,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.30,SKYZEN
1222,18-06-2019,PV-ONG 302,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 802,"17,375.50",SKYZEN
1223,18-06-2019,PV-ONG 302,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Smile Trolly,"9,940.32",SKYZEN
1224,18-06-2019,PV-ONG 302,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.18,SKYZEN
1225,18-06-2019,PV-ONG 303,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"56,640.00",CVCRM
1226,18-06-2019,PV-ONG 304,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 802,"347,510.00",SKYZEN
1227,18-06-2019,PV-ONG 305,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"7,788.00",CVCRM
1228,18-06-2019,PV-ONG 305,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"30,208.00",CVCRM
1229,18-06-2019,PV-ONG 305,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,Smile Trolly,828.36,SKYZEN
1230,18-06-2019,PV-ONG 305,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,-0.36,SKYZEN
1231,18-06-2019,PV-ONG 306,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"46,728.00",CVCRM
1232,18-06-2019,PV-ONG 307,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 802,"295,383.50",SKYZEN
1233,18-06-2019,PV-ONG 307,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,SKY WASHER SZ 900,"88,795.00",SKYZEN
1234,18-06-2019,PV-ONG 307,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,,,0.50,SKYZEN
1235,18-06-2019,PV-ONG 308,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"19,470.00",CVCRM
1236,18-06-2019,PV-ONG 309,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 18% Items,AIRCOOLER,"42,834.00",CVCRM
1237,18-06-2019,PV-ONG 310,ANDHRA,NANO POLYMERS INDIA PVT LIMITED,Purchase of 12% Items,PUMP MOTOR,"4,065.60",CVCRM
